"";"id";"kultur2";"NAME_HAUPT";"NAME_UNTER";"NAME_3";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"EL.Elevati";"X";"Y"
"51";1609;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";NA;NA;14,7253;13,58552;5,99625;302,25427;6;22;NA;0,81922;11,04843;0,58838;3;1;2;4,06284;NA;423428,63;5928131,89
"52";1610;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";40,2;NA;-2,3317;2,80262;1,70416;210,70601;6;3;3;0,8703;10,27365;1,07184;3;2;2;4,20197;NA;424928,63;5928131,89
"53";4762;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";19,52;NA;4,67118;0,13869;0,11961;134,48839;2;2;2;0,97633;19,32037;0,24193;1;1;2;3,58385;NA;450428,63;5899631,89
"54";4763;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";35,78;NA;-7,50622;8,76515;3,86425;350,95572;6;3;3;0,81094;9,89321;3,17824;3;5;4;9,13761;NA;451928,63;5899631,89
"55";4764;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";37,78;2,5547;-13,19112;3,48738;0,35972;157,98425;3;3;3;0,88802;10,56697;1,02252;3;2;2;3,69201;NA;453428,63;5899631,89
"56";4765;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";40,63;NA;-6,05679;9,31956;4,49908;66,0856;6;22;NA;0,83959;9,39076;0,74931;3;1;1;2,08064;NA;454928,63;5899631,89
"57";4766;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";45,63;NA;28,7282;27,04967;13,93761;248,22737;1;23;NA;0,68708;8,02271;0,16808;3;1;1;1,80285;NA;456428,63;5899631,89
"58";4767;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";21,15;NA;7,26834;8,52727;0,46632;72,47295;6;3;3;0,89535;14,43748;0,25042;3;1;1;2,15444;NA;457928,63;5899631,89
"59";4768;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";43,2;NA;8,07407;26,58899;10,22956;277,70084;1;23;NA;0,64571;4,97639;2,36029;2;2;3;6,00415;NA;459428,63;5899631,89
"60";4769;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";38,53;NA;10,23367;19,12122;15,94833;224,20384;1;23;NA;0,67451;4,37617;2,94147;2;4;4;13,766;NA;460928,63;5899631,89
"61";4599;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";18,56;NA;-0,85559;0,79222;0,7532;80,18352;2;2;2;0,9466;16,93803;1,06167;NA;NA;5;21,82154;NA;453428,63;5901131,89
"62";4600;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";26,18;NA;-6,74669;8,25579;0,21786;272,41141;6;3;3;0,84299;10,39441;5,67573;NA;NA;NA;NA;NA;454928,63;5901131,89
"63";4601;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";27,1;NA;2,12832;11,88142;8,37224;38,29549;6;22;NA;0,81228;8,78321;1,42825;3;2;2;3,82267;NA;456428,63;5901131,89
"64";4602;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";36,67;NA;-2,01607;17,63798;10,61527;191,88731;1;23;NA;0,72784;6,87252;3,11209;3;4;4;8,76794;NA;457928,63;5901131,89
"65";4603;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";33,35;NA;-11,29109;13,17564;2,16819;48,51068;6;23;NA;0,7772;8,04076;3,00424;3;4;4;8,51669;NA;459428,63;5901131,89
"66";4604;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";55,41;NA;0,91703;43,01513;5,27974;339,27777;1;23;NA;0,57743;5,34748;6,2072;5;4;2;4,8154;NA;460928,63;5901131,89
"67";4605;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";14,1;NA;1,50585;12,71241;5,138;119,4808;6;3;3;0,74081;4,73812;6,31034;NA;NA;NA;NA;NA;462428,63;5901131,89
"68";4105;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";41,22;NA;31,59525;15,15491;10,23833;216,67419;6;23;NA;0,74435;7,50222;0,8074;3;1;2;4,21166;NA;454928,63;5905631,89
"69";4106;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";22,62;NA;0,58872;3,95071;3,83714;244,87154;6;22;NA;0,82531;10,63565;2,95135;3;4;4;8,28541;NA;456428,63;5905631,89
"70";4107;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";45,22;NA;-3,65633;16,60959;7,81142;275,26544;1;23;NA;0,76003;8,43848;1,84925;1;3;3;5,95326;NA;457928,63;5905631,89
"71";3940;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";33,29;NA;4,96595;5,35148;5,34815;24,99684;6;23;NA;0,77328;6,47334;5,17785;3;4;5;19,29283;NA;454928,63;5907131,89
"72";3941;"GG alle 1500m";NA;NA;"Uckermark";23,66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;456428,63;5907131,89
"73";3942;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";37,9;NA;-6,04027;9,55408;5,35757;262,85861;6;23;NA;0,76813;7,1296;3,86963;2;4;5;15,36592;NA;457928,63;5907131,89
"74";4433;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";53,11;NA;-0,50462;21,4012;17,89761;289,5015;1;23;NA;0,7363;8,79703;0,84045;3;1;1;1,92826;NA;451928,63;5902631,89
"75";4269;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";41,1;NA;1,65524;4,30201;3,7645;56,45735;6;23;NA;0,82295;8,4609;4,75107;3;6;4;14,96834;NA;453428,63;5904131,89
"76";4270;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";44,67;NA;4,11347;21,5128;2,9878;19,19198;1;22;NA;0,7851;11,17229;0,46561;3;2;3;6,35845;NA;454928,63;5904131,89
"77";4271;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";17,28;0,29529;5,35827;0,09077;0,08875;238,23883;5;2;2;0,96782;18,15739;0,18223;5;1;2;4,66845;NA;456428,63;5904131,89
"78";4272;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";41,63;1,99103;-12,18576;15,6985;0,07144;15,51088;4;3;3;0,83073;11,79009;0,71984;NA;NA;NA;NA;NA;457928,63;5904131,89
"79";4434;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";45,71;NA;3,5945;20,65137;7,93712;286,517;1;22;NA;0,79258;11,46679;0,3987;3;1;2;3,15666;NA;453428,63;5902631,89
"80";4435;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";39,07;NA;-1,14193;20,22941;12,52477;124,13068;1;23;NA;0,72437;6,40441;2,21701;1;3;4;7,73663;NA;454928,63;5902631,89
"81";4436;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";19,29;NA;-7,52573;2,49136;0,36059;236,28279;6;22;NA;0,89615;13,38183;0,82164;NA;NA;NA;NA;NA;456428,63;5902631,89
"82";4437;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";41,17;1,10723;2,43379;16,92659;7,75196;228,16483;4;3;3;0,79901;10,00544;4,25101;NA;NA;NA;NA;NA;457928,63;5902631,89
"83";4108;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";32,34;0,70606;-5,62583;0,4845;0,50379;1,14168;3;20;NA;0,92122;13,22378;2,0719;1;4;4;10,47024;NA;459428,63;5905631,89
"84";3943;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";NA;27;5,18899;-16,41896;0,08107;NA;343,97318;3;3;3;0,85445;7,71458;10,08867;NA;6;4;8,33994;NA;459428,63;5907131,89
"85";3778;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";47,74;NA;0,70209;21,8583;10,7464;198,68185;1;23;NA;0,73757;7,06763;1,26048;3;3;2;4,58888;NA;459428,63;5908631,89
"86";4109;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";30,07;NA;1,28305;1,17709;0,30404;208,73549;6;20;NA;0,94146;15,30401;1,34071;2;2;3;6,29904;NA;460928,63;5905631,89
"87";3944;"GG alle 1500m";NA;NA;"Uckermark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;460928,63;5907131,89
"88";4273;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";36,13;NA;9,69595;8,58335;8,22822;151,04247;6;23;NA;0,74186;4,1316;3,53796;3;2;2;3,60646;NA;459428,63;5904131,89
"89";4274;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";29,13;NA;4,10508;2,6794;0,73786;225,93484;6;21;NA;0,91216;13,92387;1,46753;2;2;3;5,31669;NA;460928,63;5904131,89
"90";4438;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";27,23;NA;-2,11133;1,79291;NA;301,60681;6;21;NA;0,92921;15,30261;1,77869;1;4;4;7,63271;NA;459428,63;5902631,89
"91";4439;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";37,13;NA;0,27371;3,20067;2,20581;89,97961;6;22;NA;0,85949;10,79822;3,45495;1;4;5;15,67925;NA;460928,63;5902631,89
"92";4440;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";32,56;NA;-5,81672;28,4329;13,3533;76,51093;1;23;NA;0,64342;4,47991;8,54306;NA;NA;NA;NA;NA;462428,63;5902631,89
"93";4074;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";92,98;3,27094;0,78147;7,72537;0,04552;282,47208;3;3;3;0,82241;9,70083;5,6851;NA;NA;NA;NA;NA;408428,63;5905631,89
"94";4075;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";105,99;NA;-2,61635;11,69505;7,46853;248,20787;1;23;NA;0,78017;7,89672;1,14598;NA;NA;NA;NA;NA;409928,63;5905631,89
"95";4076;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";60,41;1,05207;-1,38076;NA;NA;152,89943;5;2;2;0,95344;15,63175;0,4543;5;0;1;0,59748;NA;411428,63;5905631,89
